NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
INDOIL,146.60,146.45,147.65,147.65,145.95,146.45,0.15,+0.10,196525,12:19:47.000,170.40,116.10,2019-10-18 12:18:50,2019-10-18,12,18
COALIN,204.50,199.35,199.00,205.60,197.90,199.35,5.15,+2.58,303951,12:19:48.000,288.30,177.80,2019-10-18 12:18:50,2019-10-18,12,18
WIPRO,249.20,248.05,248.10,250.65,248.10,248.05,1.15,+0.46,74522,12:19:48.000,301.55,220.50,2019-10-18 12:18:50,2019-10-18,12,18
HERHON,2630.55,2628.60,2629.00,2661.65,2609.00,2628.60,1.95,+0.07,16727,12:19:51.000,3382.70,2228.25,2019-10-18 12:18:50,2019-10-18,12,18
BRIIND,3244.00,3245.20,3244.00,3257.00,3224.50,3245.20,-1.20,-0.04,3833,12:19:52.000,3443.90,2302.00,2019-10-18 12:18:50,2019-10-18,12,18
UNIP,600.50,592.40,591.70,603.60,589.00,592.40,8.10,+1.37,130703,12:19:53.000,709.25,390.53,2019-10-18 12:18:50,2019-10-18,12,18
DRREDD,2718.10,2726.65,2722.50,2744.25,2711.00,2726.65,-8.55,-0.31,3196,12:19:53.000,2965.20,2065.30,2019-10-18 12:18:50,2019-10-18,12,18
ADAPOR,421.15,408.95,410.00,421.45,408.45,408.95,12.20,+2.98,78792,12:19:54.000,430.00,293.95,2019-10-18 12:18:50,2019-10-18,12,18
GRASIM,739.05,724.75,724.75,741.15,718.00,724.75,14.30,+1.97,32725,12:19:54.000,958.55,635.60,2019-10-18 12:18:50,2019-10-18,12,18
VEDLIM,150.45,148.15,148.30,152.15,148.00,148.15,2.30,+1.55,453323,12:19:55.000,228.00,125.70,2019-10-18 12:18:50,2019-10-18,12,18
HINDAL,188.90,188.85,189.00,191.25,186.85,188.85,0.05,+0.03,116159,12:19:59.000,246.00,171.25,2019-10-18 12:18:50,2019-10-18,12,18
TATSTE,358.00,355.65,355.65,359.60,351.80,355.65,2.35,+0.66,492082,12:20:00.000,610.00,320.30,2019-10-18 12:18:50,2019-10-18,12,18
EICMOT,20350.10,20518.00,20550.15,20668.60,20036.85,20518.00,-167.90,-0.82,10505,12:20:01.000,25300.00,15196.95,2019-10-18 12:18:50,2019-10-18,12,18
GAIL,128.85,128.70,128.90,130.30,127.85,128.70,0.15,+0.12,105705,12:20:03.000,190.98,119.65,2019-10-18 12:18:50,2019-10-18,12,18
JSWSTE,223.70,223.35,223.90,224.40,220.65,223.35,0.35,+0.16,201207,12:20:05.000,378.05,201.90,2019-10-18 12:18:50,2019-10-18,12,18
BHAINF,261.25,257.20,257.50,262.50,254.45,257.20,4.05,+1.57,24024,12:20:06.000,333.80,238.70,2019-10-18 12:18:50,2019-10-18,12,18
CIPLA,447.15,446.30,448.15,448.75,442.65,446.30,0.85,+0.19,35979,12:20:06.000,646.25,389.55,2019-10-18 12:18:50,2019-10-18,12,18
TATMOT,137.50,138.15,140.00,141.80,135.55,138.15,-0.65,-0.47,2844771,12:20:09.000,239.30,106.00,2019-10-18 12:18:50,2019-10-18,12,18
ZEEENT,242.85,264.70,247.95,262.80,239.85,264.70,-21.85,-8.25,1456315,12:20:11.000,506.10,203.70,2019-10-18 12:18:50,2019-10-18,12,18
YESBAN,50.80,47.40,46.80,51.80,46.00,47.40,3.40,+7.17,18170572,12:20:11.000,285.90,29.05,2019-10-18 12:18:50,2019-10-18,12,18
BSESEN,39251.40,39052.06,39087.83,39291.88,38963.60,39052.06,199.34,+0.51,NA,12:20:12.458,NA,NA,2019-10-18 12:20:12,2019-10-18,12,20
HDFBAN,1228.40,1220.80,1222.30,1233.85,1220.75,1220.80,7.60,+0.62,75101,12:20:13.000,1285.00,942.20,2019-10-18 12:20:12,2019-10-18,12,20
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 12:20:12,2019-10-18,12,20
HDFC,2085.70,2088.20,2095.00,2095.00,2065.00,2088.20,-2.50,-0.12,23931,12:20:17.000,2357.00,1646.00,2019-10-18 12:20:12,2019-10-18,12,20
INFTEC,769.50,769.10,766.65,773.60,760.10,769.10,0.40,+0.05,195522,12:20:18.000,847.40,600.65,2019-10-18 12:20:12,2019-10-18,12,20
ICIBAN,439.05,440.55,438.40,441.10,435.35,440.55,-1.50,-0.34,280995,12:20:18.000,458.45,310.30,2019-10-18 12:20:12,2019-10-18,12,20
ITC,246.75,245.85,246.50,247.75,245.00,245.85,0.90,+0.37,170004,12:20:22.000,310.00,234.10,2019-10-18 12:20:12,2019-10-18,12,20
TCS,2045.25,2030.70,2038.00,2058.00,2025.10,2030.70,14.55,+0.72,37608,12:20:23.000,2296.00,1784.00,2019-10-18 12:20:12,2019-10-18,12,20
KOTMAH,1606.60,1603.95,1603.95,1614.05,1591.05,1603.95,2.65,+0.17,70106,12:20:24.000,1682.40,1099.00,2019-10-18 12:20:12,2019-10-18,12,20
LARTOU,1450.40,1424.25,1428.00,1455.45,1425.80,1424.25,26.15,+1.84,86864,12:20:27.000,1606.70,1183.40,2019-10-18 12:20:12,2019-10-18,12,20
HINLEV,2101.50,2103.60,2100.00,2115.85,2091.00,2103.60,-2.10,-0.10,33189,12:20:29.000,2108.00,1522.00,2019-10-18 12:20:12,2019-10-18,12,20
AXIBAN,710.00,710.55,710.90,714.75,705.70,710.55,-0.55,-0.08,118349,12:20:31.000,826.55,534.15,2019-10-18 12:20:12,2019-10-18,12,20
STABAN,268.55,265.45,264.50,269.90,263.50,265.45,3.10,+1.17,1114964,12:20:33.000,373.70,244.35,2019-10-18 12:20:12,2019-10-18,12,20
BAJFI,4138.70,4105.20,4120.00,4200.00,4082.80,4105.20,33.50,+0.82,70986,12:20:34.000,4115.25,2000.80,2019-10-18 12:20:12,2019-10-18,12,20
MARUTI,7202.00,7123.10,7105.00,7234.65,7062.95,7123.10,78.90,+1.11,33875,12:20:36.000,7929.00,5447.00,2019-10-18 12:20:12,2019-10-18,12,20
INDBA,1332.80,1339.80,1338.00,1338.00,1317.50,1339.80,-7.00,-0.52,80463,12:20:38.000,1835.00,1192.00,2019-10-18 12:20:12,2019-10-18,12,20
ASIPAI,1815.10,1812.95,1812.95,1823.85,1788.70,1812.95,2.15,+0.12,21509,12:20:39.000,1824.15,1119.60,2019-10-18 12:20:12,2019-10-18,12,20
BHAAIR,384.00,385.75,385.00,385.00,380.50,385.75,-1.75,-0.45,44976,12:20:41.000,396.55,264.41,2019-10-18 12:20:12,2019-10-18,12,20
HCLTEC,1101.20,1092.90,1103.00,1104.00,1088.25,1092.90,8.30,+0.76,12680,12:20:44.000,1190.00,920.15,2019-10-18 12:20:12,2019-10-18,12,20
TITIND,1287.00,1276.85,1287.70,1289.90,1274.40,1276.85,10.15,+0.79,14301,12:20:43.000,1345.55,766.65,2019-10-18 12:20:12,2019-10-18,12,20
MAHMAH,586.20,593.15,589.75,592.35,584.00,593.15,-6.95,-1.17,41135,12:20:48.000,814.00,502.85,2019-10-18 12:20:12,2019-10-18,12,20
BAFINS,8301.15,8295.65,8362.00,8440.00,8282.45,8295.65,5.50,+0.07,14107,12:20:51.000,8668.65,4960.00,2019-10-18 12:20:12,2019-10-18,12,20
NTPC,119.85,118.60,119.80,121.50,118.50,118.60,1.25,+1.05,154175,12:20:50.000,145.85,106.71,2019-10-18 12:20:12,2019-10-18,12,20
NESIND,14604.00,14512.75,14510.00,14654.40,14392.35,14512.75,91.25,+0.63,1253,12:20:52.000,14606.60,9205.00,2019-10-18 12:20:12,2019-10-18,12,20
POWGRI,200.10,197.70,197.00,201.00,197.00,197.70,2.40,+1.21,36952,12:20:52.000,216.20,173.05,2019-10-18 12:20:12,2019-10-18,12,20
ULTCEM,4331.00,4257.40,4260.00,4363.80,4256.90,4257.40,73.60,+1.73,28489,12:20:56.000,4903.90,3263.70,2019-10-18 12:20:12,2019-10-18,12,20
TECMAH,733.25,726.25,724.85,737.40,723.05,726.25,7.00,+0.96,28452,12:20:53.000,846.00,607.90,2019-10-18 12:20:12,2019-10-18,12,20
SUNPHA,401.50,401.40,401.60,404.00,397.80,401.40,0.10,+0.02,105339,12:20:58.000,616.50,350.40,2019-10-18 12:20:12,2019-10-18,12,20
ONGC,141.50,141.35,141.00,143.00,140.00,141.35,0.15,+0.11,137893,12:20:59.000,178.95,115.55,2019-10-18 12:20:12,2019-10-18,12,20
BAAUTO,3089.00,3110.30,3120.00,3123.45,3085.00,3110.30,-21.30,-0.68,7359,12:21:01.000,3145.55,2400.00,2019-10-18 12:20:12,2019-10-18,12,20
BHARAS,6102.85,6053.45,6078.50,6144.15,6066.00,6053.45,49.40,+0.82,67,12:20:06.000,6539.00,3352.10,2019-10-18 12:20:12,2019-10-18,12,20
INDOIL,146.55,146.45,147.65,147.65,145.95,146.45,0.10,+0.07,196545,12:21:04.000,170.40,116.10,2019-10-18 12:20:12,2019-10-18,12,20
COALIN,204.55,199.35,199.00,205.60,197.90,199.35,5.20,+2.61,304304,12:20:59.000,288.30,177.80,2019-10-18 12:20:12,2019-10-18,12,20
WIPRO,249.05,248.05,248.10,250.65,248.10,248.05,1.00,+0.40,74535,12:21:06.000,301.55,220.50,2019-10-18 12:20:12,2019-10-18,12,20
HERHON,2635.25,2628.60,2629.00,2661.65,2609.00,2628.60,6.65,+0.25,16745,12:21:11.000,3382.70,2228.25,2019-10-18 12:20:12,2019-10-18,12,20
BRIIND,3243.95,3245.20,3244.00,3257.00,3224.50,3245.20,-1.25,-0.04,3858,12:21:10.000,3443.90,2302.00,2019-10-18 12:20:12,2019-10-18,12,20
UNIP,600.30,592.40,591.70,603.60,589.00,592.40,7.90,+1.33,130803,12:21:12.000,709.25,390.53,2019-10-18 12:20:12,2019-10-18,12,20
DRREDD,2718.10,2726.65,2722.50,2744.25,2711.00,2726.65,-8.55,-0.31,3196,12:21:15.000,2965.20,2065.30,2019-10-18 12:20:12,2019-10-18,12,20
ADAPOR,421.10,408.95,410.00,421.45,408.45,408.95,12.15,+2.97,79009,12:21:17.000,430.00,293.95,2019-10-18 12:20:12,2019-10-18,12,20
GRASIM,739.75,724.75,724.75,741.15,718.00,724.75,15.00,+2.07,32730,12:21:18.000,958.55,635.60,2019-10-18 12:20:12,2019-10-18,12,20
VEDLIM,151.20,148.15,148.30,152.15,148.00,148.15,3.05,+2.06,457418,12:21:21.000,228.00,125.70,2019-10-18 12:20:12,2019-10-18,12,20
HINDAL,189.50,188.85,189.00,191.25,186.85,188.85,0.65,+0.34,116803,12:21:21.000,246.00,171.25,2019-10-18 12:20:12,2019-10-18,12,20
TATSTE,359.90,355.65,355.65,360.00,351.80,355.65,4.25,+1.19,507291,12:21:24.000,610.00,320.30,2019-10-18 12:20:12,2019-10-18,12,20
EICMOT,20350.10,20518.00,20550.15,20668.60,20036.85,20518.00,-167.90,-0.82,10505,12:21:24.000,25300.00,15196.95,2019-10-18 12:20:12,2019-10-18,12,20
GAIL,128.95,128.70,128.90,130.30,127.85,128.70,0.25,+0.19,105905,12:21:26.000,190.98,119.65,2019-10-18 12:20:12,2019-10-18,12,20
JSWSTE,224.45,223.35,223.90,224.95,220.65,223.35,1.10,+0.49,212673,12:21:28.000,378.05,201.90,2019-10-18 12:20:12,2019-10-18,12,20
BHAINF,261.00,257.20,257.50,262.50,254.45,257.20,3.80,+1.48,24190,12:21:28.000,333.80,238.70,2019-10-18 12:20:12,2019-10-18,12,20
CIPLA,446.80,446.30,448.15,448.75,442.65,446.30,0.50,+0.11,36029,12:21:31.000,646.25,389.55,2019-10-18 12:20:12,2019-10-18,12,20
TATMOT,137.85,138.15,140.00,141.80,135.55,138.15,-0.30,-0.22,2847821,12:21:35.000,239.30,106.00,2019-10-18 12:20:12,2019-10-18,12,20
ZEEENT,244.35,264.70,247.95,262.80,239.85,264.70,-20.35,-7.69,1476841,12:21:36.000,506.10,203.70,2019-10-18 12:20:12,2019-10-18,12,20
YESBAN,51.00,47.40,46.80,51.80,46.00,47.40,3.60,+7.59,18239997,12:21:37.000,285.90,29.05,2019-10-18 12:20:12,2019-10-18,12,20
BSESEN,39258.59,39052.06,39087.83,39291.88,38963.60,39052.06,206.53,+0.53,NA,12:21:37.580,NA,NA,2019-10-18 12:21:37,2019-10-18,12,21
HDFBAN,1228.85,1220.80,1222.30,1233.85,1220.75,1220.80,8.05,+0.66,75177,12:21:37.000,1285.00,942.20,2019-10-18 12:21:37,2019-10-18,12,21
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 12:21:37,2019-10-18,12,21
HDFC,2086.00,2088.20,2095.00,2095.00,2065.00,2088.20,-2.20,-0.11,24063,12:21:41.000,2357.00,1646.00,2019-10-18 12:21:37,2019-10-18,12,21
INFTEC,769.05,769.10,766.65,773.60,760.10,769.10,-0.05,-0.01,195839,12:21:42.000,847.40,600.65,2019-10-18 12:21:37,2019-10-18,12,21
ICIBAN,439.40,440.55,438.40,441.10,435.35,440.55,-1.15,-0.26,281012,12:21:44.000,458.45,310.30,2019-10-18 12:21:37,2019-10-18,12,21
ITC,246.65,245.85,246.50,247.75,245.00,245.85,0.80,+0.33,170096,12:21:43.000,310.00,234.10,2019-10-18 12:21:37,2019-10-18,12,21
TCS,2045.00,2030.70,2038.00,2058.00,2025.10,2030.70,14.30,+0.70,37768,12:21:49.000,2296.00,1784.00,2019-10-18 12:21:37,2019-10-18,12,21
KOTMAH,1606.60,1603.95,1603.95,1614.05,1591.05,1603.95,2.65,+0.17,70106,12:21:49.000,1682.40,1099.00,2019-10-18 12:21:37,2019-10-18,12,21
LARTOU,1450.40,1424.25,1428.00,1455.45,1425.80,1424.25,26.15,+1.84,87136,12:21:53.000,1606.70,1183.40,2019-10-18 12:21:37,2019-10-18,12,21
HINLEV,2101.30,2103.60,2100.00,2115.85,2091.00,2103.60,-2.30,-0.11,33194,12:21:53.000,2108.00,1522.00,2019-10-18 12:21:37,2019-10-18,12,21
AXIBAN,710.40,710.55,710.90,714.75,705.70,710.55,-0.15,-0.02,119004,12:21:54.000,826.55,534.15,2019-10-18 12:21:37,2019-10-18,12,21
STABAN,268.60,265.45,264.50,269.90,263.50,265.45,3.15,+1.19,1115936,12:21:56.000,373.70,244.35,2019-10-18 12:21:37,2019-10-18,12,21
BAJFI,4139.00,4105.20,4120.00,4200.00,4082.80,4105.20,33.80,+0.82,71065,12:21:57.000,4115.25,2000.80,2019-10-18 12:21:37,2019-10-18,12,21
MARUTI,7206.45,7123.10,7105.00,7234.65,7062.95,7123.10,83.35,+1.17,33998,12:21:59.000,7929.00,5447.00,2019-10-18 12:21:37,2019-10-18,12,21
INDBA,1332.75,1339.80,1338.00,1338.00,1317.50,1339.80,-7.05,-0.53,80615,12:22:00.000,1835.00,1192.00,2019-10-18 12:21:37,2019-10-18,12,21
ASIPAI,1815.10,1812.95,1812.95,1823.85,1788.70,1812.95,2.15,+0.12,21509,12:22:00.000,1824.15,1119.60,2019-10-18 12:21:37,2019-10-18,12,21
BHAAIR,383.20,385.75,385.00,385.00,380.50,385.75,-2.55,-0.66,45976,12:22:01.000,396.55,264.41,2019-10-18 12:21:37,2019-10-18,12,21
HCLTEC,1101.20,1092.90,1103.00,1104.00,1088.25,1092.90,8.30,+0.76,12680,12:22:04.000,1190.00,920.15,2019-10-18 12:21:37,2019-10-18,12,21
TITIND,1287.00,1276.85,1287.70,1289.90,1274.40,1276.85,10.15,+0.79,14301,12:22:08.000,1345.55,766.65,2019-10-18 12:21:37,2019-10-18,12,21
MAHMAH,586.75,593.15,589.75,592.35,584.00,593.15,-6.40,-1.08,41140,12:22:08.000,814.00,502.85,2019-10-18 12:21:37,2019-10-18,12,21
BAFINS,8309.65,8295.65,8362.00,8440.00,8282.45,8295.65,14.00,+0.17,14128,12:22:12.000,8668.65,4960.00,2019-10-18 12:21:37,2019-10-18,12,21
NTPC,119.85,118.60,119.80,121.50,118.50,118.60,1.25,+1.05,154175,12:22:13.000,145.85,106.71,2019-10-18 12:21:37,2019-10-18,12,21
NESIND,14604.00,14512.75,14510.00,14654.40,14392.35,14512.75,91.25,+0.63,1253,12:22:11.000,14606.60,9205.00,2019-10-18 12:21:37,2019-10-18,12,21
POWGRI,200.10,197.70,197.00,201.00,197.00,197.70,2.40,+1.21,36952,12:22:16.000,216.20,173.05,2019-10-18 12:21:37,2019-10-18,12,21
ULTCEM,4331.25,4257.40,4260.00,4363.80,4256.90,4257.40,73.85,+1.73,28494,12:22:19.000,4903.90,3263.70,2019-10-18 12:21:37,2019-10-18,12,21
TECMAH,733.10,726.25,724.85,737.40,723.05,726.25,6.85,+0.94,28471,12:22:22.000,846.00,607.90,2019-10-18 12:21:37,2019-10-18,12,21
SUNPHA,401.50,401.40,401.60,404.00,397.80,401.40,0.10,+0.02,105339,12:22:23.000,616.50,350.40,2019-10-18 12:21:37,2019-10-18,12,21
ONGC,141.40,141.35,141.00,143.00,140.00,141.35,0.05,+0.04,138412,12:22:23.000,178.95,115.55,2019-10-18 12:21:37,2019-10-18,12,21
BAAUTO,3089.00,3110.30,3120.00,3123.45,3085.00,3110.30,-21.30,-0.68,7359,12:22:25.000,3145.55,2400.00,2019-10-18 12:21:37,2019-10-18,12,21
BHARAS,6102.85,6053.45,6078.50,6144.15,6066.00,6053.45,49.40,+0.82,67,12:22:25.000,6539.00,3352.10,2019-10-18 12:21:37,2019-10-18,12,21
INDOIL,146.55,146.45,147.65,147.65,145.95,146.45,0.10,+0.07,196545,12:22:30.000,170.40,116.10,2019-10-18 12:21:37,2019-10-18,12,21
COALIN,204.45,199.35,199.00,205.60,197.90,199.35,5.10,+2.56,307059,12:22:33.000,288.30,177.80,2019-10-18 12:21:37,2019-10-18,12,21
WIPRO,249.15,248.05,248.10,250.65,248.10,248.05,1.10,+0.44,74701,12:22:33.000,301.55,220.50,2019-10-18 12:21:37,2019-10-18,12,21
HERHON,2635.10,2628.60,2629.00,2661.65,2609.00,2628.60,6.50,+0.25,16853,12:22:35.000,3382.70,2228.25,2019-10-18 12:21:37,2019-10-18,12,21
BRIIND,3243.80,3245.20,3244.00,3257.00,3224.50,3245.20,-1.40,-0.04,3874,12:22:36.000,3443.90,2302.00,2019-10-18 12:21:37,2019-10-18,12,21
UNIP,600.50,592.40,591.70,603.60,589.00,592.40,8.10,+1.37,130903,12:22:39.000,709.25,390.53,2019-10-18 12:21:37,2019-10-18,12,21
DRREDD,2718.10,2726.65,2722.50,2744.25,2711.00,2726.65,-8.55,-0.31,3196,12:22:40.000,2965.20,2065.30,2019-10-18 12:21:37,2019-10-18,12,21
ADAPOR,420.90,408.95,410.00,421.45,408.45,408.95,11.95,+2.92,79438,12:22:44.000,430.00,293.95,2019-10-18 12:21:37,2019-10-18,12,21
GRASIM,739.40,724.75,724.75,741.15,718.00,724.75,14.65,+2.02,32750,12:22:45.000,958.55,635.60,2019-10-18 12:21:37,2019-10-18,12,21
VEDLIM,151.35,148.15,148.30,152.15,148.00,148.15,3.20,+2.16,463092,12:22:48.000,228.00,125.70,2019-10-18 12:21:37,2019-10-18,12,21
HINDAL,189.70,188.85,189.00,191.25,186.85,188.85,0.85,+0.45,117942,12:22:50.000,246.00,171.25,2019-10-18 12:21:37,2019-10-18,12,21
TATSTE,359.55,355.65,355.65,360.25,351.80,355.65,3.90,+1.10,522349,12:22:53.000,610.00,320.30,2019-10-18 12:21:37,2019-10-18,12,21
EICMOT,20350.00,20518.00,20550.15,20668.60,20036.85,20518.00,-168.00,-0.82,10535,12:22:52.000,25300.00,15196.95,2019-10-18 12:21:37,2019-10-18,12,21
GAIL,128.95,128.70,128.90,130.30,127.85,128.70,0.25,+0.19,106006,12:22:56.000,190.98,119.65,2019-10-18 12:21:37,2019-10-18,12,21
JSWSTE,224.85,223.35,223.90,224.95,220.65,223.35,1.50,+0.67,215313,12:22:55.000,378.05,201.90,2019-10-18 12:21:37,2019-10-18,12,21
BHAINF,261.15,257.20,257.50,262.50,254.45,257.20,3.95,+1.54,24209,12:22:58.000,333.80,238.70,2019-10-18 12:21:37,2019-10-18,12,21
CIPLA,447.25,446.30,448.15,448.75,442.65,446.30,0.95,+0.21,36134,12:22:59.000,646.25,389.55,2019-10-18 12:21:37,2019-10-18,12,21
TATMOT,137.85,138.15,140.00,141.80,135.55,138.15,-0.30,-0.22,2849560,12:23:01.000,239.30,106.00,2019-10-18 12:21:37,2019-10-18,12,21
ZEEENT,243.95,264.70,247.95,262.80,239.85,264.70,-20.75,-7.84,1481913,12:23:03.000,506.10,203.70,2019-10-18 12:21:37,2019-10-18,12,21
YESBAN,50.90,47.40,46.80,51.80,46.00,47.40,3.50,+7.38,18273077,12:23:04.000,285.90,29.05,2019-10-18 12:21:37,2019-10-18,12,21
BSESEN,39258.93,39052.06,39087.83,39291.88,38963.60,39052.06,206.87,+0.53,NA,12:23:06.707,NA,NA,2019-10-18 12:23:05,2019-10-18,12,23
HDFBAN,1228.65,1220.80,1222.30,1233.85,1220.75,1220.80,7.85,+0.64,75331,12:23:09.000,1285.00,942.20,2019-10-18 12:23:05,2019-10-18,12,23
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 12:23:05,2019-10-18,12,23
HDFC,2086.25,2088.20,2095.00,2095.00,2065.00,2088.20,-1.95,-0.09,24073,12:23:14.000,2357.00,1646.00,2019-10-18 12:23:05,2019-10-18,12,23
INFTEC,768.70,769.10,766.65,773.60,760.10,769.10,-0.40,-0.05,196505,12:23:15.000,847.40,600.65,2019-10-18 12:23:05,2019-10-18,12,23
ICIBAN,439.55,440.55,438.40,441.10,435.35,440.55,-1.00,-0.23,281090,12:23:18.000,458.45,310.30,2019-10-18 12:23:05,2019-10-18,12,23
ITC,246.70,245.85,246.50,247.75,245.00,245.85,0.85,+0.35,170425,12:23:19.000,310.00,234.10,2019-10-18 12:23:05,2019-10-18,12,23
TCS,2045.95,2030.70,2038.00,2058.00,2025.10,2030.70,15.25,+0.75,37795,12:23:21.000,2296.00,1784.00,2019-10-18 12:23:05,2019-10-18,12,23
KOTMAH,1606.60,1603.95,1603.95,1614.05,1591.05,1603.95,2.65,+0.17,70106,12:23:22.000,1682.40,1099.00,2019-10-18 12:23:05,2019-10-18,12,23
LARTOU,1450.40,1424.25,1428.00,1455.45,1425.80,1424.25,26.15,+1.84,87258,12:23:23.000,1606.70,1183.40,2019-10-18 12:23:05,2019-10-18,12,23
HINLEV,2102.00,2103.60,2100.00,2115.85,2091.00,2103.60,-1.60,-0.08,33469,12:23:22.000,2108.00,1522.00,2019-10-18 12:23:05,2019-10-18,12,23
AXIBAN,710.30,710.55,710.90,714.75,705.70,710.55,-0.25,-0.04,119171,12:23:26.000,826.55,534.15,2019-10-18 12:23:05,2019-10-18,12,23
STABAN,268.90,265.45,264.50,269.90,263.50,265.45,3.45,+1.30,1122625,12:23:27.000,373.70,244.35,2019-10-18 12:23:05,2019-10-18,12,23
BAJFI,4137.95,4105.20,4120.00,4200.00,4082.80,4105.20,32.75,+0.80,71081,12:23:29.000,4115.25,2000.80,2019-10-18 12:23:05,2019-10-18,12,23
MARUTI,7204.95,7123.10,7105.00,7234.65,7062.95,7123.10,81.85,+1.15,34006,12:23:32.000,7929.00,5447.00,2019-10-18 12:23:05,2019-10-18,12,23
INDBA,1332.20,1339.80,1338.00,1338.00,1317.50,1339.80,-7.60,-0.57,80697,12:23:31.000,1835.00,1192.00,2019-10-18 12:23:05,2019-10-18,12,23
ASIPAI,1814.75,1812.95,1812.95,1823.85,1788.70,1812.95,1.80,+0.10,21520,12:23:34.000,1824.15,1119.60,2019-10-18 12:23:05,2019-10-18,12,23
BHAAIR,383.20,385.75,385.00,385.00,380.50,385.75,-2.55,-0.66,45976,12:23:39.000,396.55,264.41,2019-10-18 12:23:05,2019-10-18,12,23
HCLTEC,1100.00,1092.90,1103.00,1104.00,1088.25,1092.90,7.10,+0.65,12690,12:23:41.000,1190.00,920.15,2019-10-18 12:23:05,2019-10-18,12,23
TITIND,1287.00,1276.85,1287.70,1289.90,1274.40,1276.85,10.15,+0.79,14381,12:23:43.000,1345.55,766.65,2019-10-18 12:23:05,2019-10-18,12,23
MAHMAH,586.75,593.15,589.75,592.35,584.00,593.15,-6.40,-1.08,41140,12:23:43.000,814.00,502.85,2019-10-18 12:23:05,2019-10-18,12,23
BAFINS,8307.00,8295.65,8362.00,8440.00,8282.45,8295.65,11.35,+0.14,14142,12:23:44.000,8668.65,4960.00,2019-10-18 12:23:05,2019-10-18,12,23
NTPC,120.00,118.60,119.80,121.50,118.50,118.60,1.40,+1.18,154475,12:23:47.000,145.85,106.71,2019-10-18 12:23:05,2019-10-18,12,23
NESIND,14604.00,14512.75,14510.00,14654.40,14392.35,14512.75,91.25,+0.63,1253,12:23:48.000,14606.60,9205.00,2019-10-18 12:23:05,2019-10-18,12,23
POWGRI,200.10,197.70,197.00,201.00,197.00,197.70,2.40,+1.21,36952,12:23:40.000,216.20,173.05,2019-10-18 12:23:05,2019-10-18,12,23
ULTCEM,4331.25,4257.40,4260.00,4363.80,4256.90,4257.40,73.85,+1.73,28494,12:23:44.000,4903.90,3263.70,2019-10-18 12:23:05,2019-10-18,12,23
TECMAH,733.90,726.25,724.85,737.40,723.05,726.25,7.65,+1.05,28811,12:23:53.000,846.00,607.90,2019-10-18 12:23:05,2019-10-18,12,23
SUNPHA,401.70,401.40,401.60,404.00,397.80,401.40,0.30,+0.07,105359,12:23:55.000,616.50,350.40,2019-10-18 12:23:05,2019-10-18,12,23
ONGC,141.60,141.35,141.00,143.00,140.00,141.35,0.25,+0.18,138443,12:23:58.000,178.95,115.55,2019-10-18 12:23:05,2019-10-18,12,23
BAAUTO,3089.00,3110.30,3120.00,3123.45,3085.00,3110.30,-21.30,-0.68,7359,12:23:59.000,3145.55,2400.00,2019-10-18 12:23:05,2019-10-18,12,23
BHARAS,6057.65,6053.45,6078.50,6144.15,6050.35,6053.45,4.20,+0.07,69,12:23:17.000,6539.00,3352.10,2019-10-18 12:23:05,2019-10-18,12,23
INDOIL,146.55,146.45,147.65,147.65,145.95,146.45,0.10,+0.07,196545,12:24:03.000,170.40,116.10,2019-10-18 12:23:05,2019-10-18,12,23
COALIN,204.35,199.35,199.00,205.60,197.90,199.35,5.00,+2.51,307823,12:24:00.000,288.30,177.80,2019-10-18 12:23:05,2019-10-18,12,23
WIPRO,249.15,248.05,248.10,250.65,248.10,248.05,1.10,+0.44,74713,12:24:05.000,301.55,220.50,2019-10-18 12:23:05,2019-10-18,12,23
HERHON,2633.80,2628.60,2629.00,2661.65,2609.00,2628.60,5.20,+0.20,16858,12:24:05.000,3382.70,2228.25,2019-10-18 12:23:05,2019-10-18,12,23
BRIIND,3240.05,3245.20,3244.00,3257.00,3224.50,3245.20,-5.15,-0.16,3890,12:24:06.000,3443.90,2302.00,2019-10-18 12:23:05,2019-10-18,12,23
UNIP,599.85,592.40,591.70,603.60,589.00,592.40,7.45,+1.26,130924,12:24:02.000,709.25,390.53,2019-10-18 12:23:05,2019-10-18,12,23
DRREDD,2718.10,2726.65,2722.50,2744.25,2711.00,2726.65,-8.55,-0.31,3196,12:24:03.000,2965.20,2065.30,2019-10-18 12:23:05,2019-10-18,12,23
ADAPOR,420.60,408.95,410.00,421.45,408.45,408.95,11.65,+2.85,79952,12:24:10.000,430.00,293.95,2019-10-18 12:23:05,2019-10-18,12,23
GRASIM,738.85,724.75,724.75,741.15,718.00,724.75,14.10,+1.95,32759,12:24:09.000,958.55,635.60,2019-10-18 12:23:05,2019-10-18,12,23
