NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
NTPC,119.85,118.60,119.80,121.50,118.50,118.60,1.25,+1.05,154175,12:15:11.000,145.85,106.71,2019-10-18 12:14:36,2019-10-18,12,14
NESIND,14605.00,14512.75,14510.00,14654.40,14392.35,14512.75,92.25,+0.64,1252,12:15:12.000,14606.60,9205.00,2019-10-18 12:14:36,2019-10-18,12,14
POWGRI,199.80,197.70,197.00,201.00,197.00,197.70,2.10,+1.06,35357,12:15:12.000,216.20,173.05,2019-10-18 12:14:36,2019-10-18,12,14
ULTCEM,4332.00,4257.40,4260.00,4363.80,4256.90,4257.40,74.60,+1.75,28477,12:15:17.000,4903.90,3263.70,2019-10-18 12:14:36,2019-10-18,12,14
TECMAH,735.20,726.25,724.85,737.40,723.05,726.25,8.95,+1.23,27522,12:15:18.000,846.00,607.90,2019-10-18 12:14:36,2019-10-18,12,14
SUNPHA,400.75,401.40,401.60,404.00,397.80,401.40,-0.65,-0.16,104395,12:15:17.000,616.50,350.40,2019-10-18 12:14:36,2019-10-18,12,14
ONGC,141.85,141.35,141.00,143.00,140.00,141.35,0.50,+0.35,137826,12:15:22.000,178.95,115.55,2019-10-18 12:14:36,2019-10-18,12,14
BAAUTO,3091.45,3110.30,3120.00,3123.45,3085.00,3110.30,-18.85,-0.61,7355,12:15:11.000,3145.55,2400.00,2019-10-18 12:14:36,2019-10-18,12,14
BHARAS,6114.05,6053.45,6078.50,6144.15,6066.00,6053.45,60.60,+1.00,66,12:08:43.000,6539.00,3352.10,2019-10-18 12:14:36,2019-10-18,12,14
INDOIL,146.65,146.45,147.65,147.65,145.95,146.45,0.20,+0.14,195213,12:15:26.000,170.40,116.10,2019-10-18 12:14:36,2019-10-18,12,14
COALIN,204.70,199.35,199.00,205.60,197.90,199.35,5.35,+2.68,298321,12:15:26.000,288.30,177.80,2019-10-18 12:14:36,2019-10-18,12,14
WIPRO,249.40,248.05,248.10,250.65,248.10,248.05,1.35,+0.54,73783,12:15:29.000,301.55,220.50,2019-10-18 12:14:36,2019-10-18,12,14
HERHON,2634.45,2628.60,2629.00,2661.65,2609.00,2628.60,5.85,+0.22,16712,12:15:31.000,3382.70,2228.25,2019-10-18 12:14:36,2019-10-18,12,14
BRIIND,3246.00,3245.20,3244.00,3257.00,3224.50,3245.20,0.80,+0.02,3726,12:15:32.000,3443.90,2302.00,2019-10-18 12:14:36,2019-10-18,12,14
UNIP,599.40,592.40,591.70,603.60,589.00,592.40,7.00,+1.18,129329,12:15:30.000,709.25,390.53,2019-10-18 12:14:36,2019-10-18,12,14
DRREDD,2720.90,2726.65,2722.50,2744.25,2711.00,2726.65,-5.75,-0.21,3191,12:15:33.000,2965.20,2065.30,2019-10-18 12:14:36,2019-10-18,12,14
ADAPOR,420.25,408.95,410.00,421.45,408.45,408.95,11.30,+2.76,76107,12:15:35.000,430.00,293.95,2019-10-18 12:14:36,2019-10-18,12,14
GRASIM,739.65,724.75,724.75,741.15,718.00,724.75,14.90,+2.06,32457,12:15:37.000,958.55,635.60,2019-10-18 12:14:36,2019-10-18,12,14
VEDLIM,150.10,148.15,148.30,152.15,148.00,148.15,1.95,+1.32,452211,12:15:36.000,228.00,125.70,2019-10-18 12:14:36,2019-10-18,12,14
HINDAL,188.75,188.85,189.00,191.25,186.85,188.85,-0.10,-0.05,116071,12:15:40.000,246.00,171.25,2019-10-18 12:14:36,2019-10-18,12,14
TATSTE,357.10,355.65,355.65,359.60,351.80,355.65,1.45,+0.41,487811,12:15:42.000,610.00,320.30,2019-10-18 12:14:36,2019-10-18,12,14
EICMOT,20377.65,20518.00,20550.15,20668.60,20036.85,20518.00,-140.35,-0.68,10501,12:15:44.000,25300.00,15196.95,2019-10-18 12:14:36,2019-10-18,12,14
GAIL,129.00,128.70,128.90,130.30,127.85,128.70,0.30,+0.23,105674,12:15:45.000,190.98,119.65,2019-10-18 12:14:36,2019-10-18,12,14
JSWSTE,223.25,223.35,223.90,224.40,220.65,223.35,-0.10,-0.04,200814,12:15:44.000,378.05,201.90,2019-10-18 12:14:36,2019-10-18,12,14
BHAINF,261.10,257.20,257.50,262.50,254.45,257.20,3.90,+1.52,24005,12:15:48.000,333.80,238.70,2019-10-18 12:14:36,2019-10-18,12,14
CIPLA,447.00,446.30,448.15,448.75,442.65,446.30,0.70,+0.16,35143,12:15:50.000,646.25,389.55,2019-10-18 12:14:36,2019-10-18,12,14
TATMOT,137.50,138.15,140.00,141.80,135.55,138.15,-0.65,-0.47,2811622,12:15:52.000,239.30,106.00,2019-10-18 12:14:36,2019-10-18,12,14
ZEEENT,241.35,264.70,247.95,262.80,239.85,264.70,-23.35,-8.82,1423623,12:15:54.000,506.10,203.70,2019-10-18 12:14:36,2019-10-18,12,14
YESBAN,50.70,47.40,46.80,51.80,46.00,47.40,3.30,+6.96,18019912,12:15:56.000,285.90,29.05,2019-10-18 12:14:36,2019-10-18,12,14
BSESEN,39261.24,39052.06,39087.83,39291.88,38963.60,39052.06,209.18,+0.54,NA,12:15:59.068,NA,NA,2019-10-18 12:15:57,2019-10-18,12,15
HDFBAN,1228.00,1220.80,1222.30,1233.85,1220.75,1220.80,7.20,+0.59,74733,12:16:00.000,1285.00,942.20,2019-10-18 12:15:57,2019-10-18,12,15
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 12:15:57,2019-10-18,12,15
HDFC,2087.50,2088.20,2095.00,2095.00,2065.00,2088.20,-0.70,-0.03,23191,12:16:03.000,2357.00,1646.00,2019-10-18 12:15:57,2019-10-18,12,15
INFTEC,770.15,769.10,766.65,773.60,760.10,769.10,1.05,+0.14,193984,12:16:04.000,847.40,600.65,2019-10-18 12:15:57,2019-10-18,12,15
ICIBAN,439.30,440.55,438.40,441.10,435.35,440.55,-1.25,-0.28,276783,12:16:06.000,458.45,310.30,2019-10-18 12:15:57,2019-10-18,12,15
ITC,247.00,245.85,246.50,247.75,245.00,245.85,1.15,+0.47,165551,12:16:08.000,310.00,234.10,2019-10-18 12:15:57,2019-10-18,12,15
TCS,2048.00,2030.70,2038.00,2058.00,2025.10,2030.70,17.30,+0.85,36963,12:16:09.000,2296.00,1784.00,2019-10-18 12:15:57,2019-10-18,12,15
KOTMAH,1608.30,1603.95,1603.95,1614.05,1591.05,1603.95,4.35,+0.27,70056,12:16:09.000,1682.40,1099.00,2019-10-18 12:15:57,2019-10-18,12,15
LARTOU,1450.20,1424.25,1428.00,1455.45,1425.80,1424.25,25.95,+1.82,86131,12:16:11.000,1606.70,1183.40,2019-10-18 12:15:57,2019-10-18,12,15
HINLEV,2100.30,2103.60,2100.00,2115.85,2091.00,2103.60,-3.30,-0.16,33071,12:16:13.000,2108.00,1522.00,2019-10-18 12:15:57,2019-10-18,12,15
AXIBAN,708.40,710.55,710.90,714.75,705.70,710.55,-2.15,-0.30,117724,12:16:14.000,826.55,534.15,2019-10-18 12:15:57,2019-10-18,12,15
STABAN,268.15,265.45,264.50,269.90,263.50,265.45,2.70,+1.02,1107038,12:16:16.000,373.70,244.35,2019-10-18 12:15:57,2019-10-18,12,15
BAJFI,4141.30,4105.20,4120.00,4200.00,4082.80,4105.20,36.10,+0.88,69761,12:16:17.000,4115.25,2000.80,2019-10-18 12:15:57,2019-10-18,12,15
MARUTI,7203.00,7123.10,7105.00,7234.65,7062.95,7123.10,79.90,+1.12,33641,12:16:17.000,7929.00,5447.00,2019-10-18 12:15:57,2019-10-18,12,15
INDBA,1332.00,1339.80,1338.00,1338.00,1317.50,1339.80,-7.80,-0.58,79956,12:16:19.000,1835.00,1192.00,2019-10-18 12:15:57,2019-10-18,12,15
ASIPAI,1813.20,1812.95,1812.95,1823.85,1788.70,1812.95,0.25,+0.01,21474,12:16:17.000,1824.15,1119.60,2019-10-18 12:15:57,2019-10-18,12,15
BHAAIR,382.85,385.75,385.00,385.00,380.50,385.75,-2.90,-0.75,44780,12:16:25.000,396.55,264.41,2019-10-18 12:15:57,2019-10-18,12,15
HCLTEC,1101.95,1092.90,1103.00,1104.00,1088.25,1092.90,9.05,+0.83,12561,12:16:18.000,1190.00,920.15,2019-10-18 12:15:57,2019-10-18,12,15
TITIND,1287.00,1276.85,1287.70,1289.90,1274.40,1276.85,10.15,+0.79,14301,12:16:27.000,1345.55,766.65,2019-10-18 12:15:57,2019-10-18,12,15
MAHMAH,585.50,593.15,589.75,592.35,584.00,593.15,-7.65,-1.29,40985,12:16:28.000,814.00,502.85,2019-10-18 12:15:57,2019-10-18,12,15
BAFINS,8310.00,8295.65,8362.00,8440.00,8282.45,8295.65,14.35,+0.17,12522,12:16:30.000,8668.65,4960.00,2019-10-18 12:15:57,2019-10-18,12,15
NTPC,119.85,118.60,119.80,121.50,118.50,118.60,1.25,+1.05,154175,12:16:18.000,145.85,106.71,2019-10-18 12:15:57,2019-10-18,12,15
NESIND,14604.00,14512.75,14510.00,14654.40,14392.35,14512.75,91.25,+0.63,1253,12:16:32.000,14606.60,9205.00,2019-10-18 12:15:57,2019-10-18,12,15
POWGRI,200.15,197.70,197.00,201.00,197.00,197.70,2.45,+1.24,36567,12:16:36.000,216.20,173.05,2019-10-18 12:15:57,2019-10-18,12,15
ULTCEM,4332.00,4257.40,4260.00,4363.80,4256.90,4257.40,74.60,+1.75,28477,12:16:36.000,4903.90,3263.70,2019-10-18 12:15:57,2019-10-18,12,15
TECMAH,734.30,726.25,724.85,737.40,723.05,726.25,8.05,+1.11,27616,12:16:36.000,846.00,607.90,2019-10-18 12:15:57,2019-10-18,12,15
SUNPHA,400.90,401.40,401.60,404.00,397.80,401.40,-0.50,-0.12,104924,12:16:37.000,616.50,350.40,2019-10-18 12:15:57,2019-10-18,12,15
ONGC,141.85,141.35,141.00,143.00,140.00,141.35,0.50,+0.35,137827,12:16:41.000,178.95,115.55,2019-10-18 12:15:57,2019-10-18,12,15
BAAUTO,3089.00,3110.30,3120.00,3123.45,3085.00,3110.30,-21.30,-0.68,7356,12:16:41.000,3145.55,2400.00,2019-10-18 12:15:57,2019-10-18,12,15
BHARAS,6114.05,6053.45,6078.50,6144.15,6066.00,6053.45,60.60,+1.00,66,12:08:43.000,6539.00,3352.10,2019-10-18 12:15:57,2019-10-18,12,15
INDOIL,146.65,146.45,147.65,147.65,145.95,146.45,0.20,+0.14,195213,12:16:43.000,170.40,116.10,2019-10-18 12:15:57,2019-10-18,12,15
COALIN,204.60,199.35,199.00,205.60,197.90,199.35,5.25,+2.63,298810,12:16:46.000,288.30,177.80,2019-10-18 12:15:57,2019-10-18,12,15
WIPRO,249.30,248.05,248.10,250.65,248.10,248.05,1.25,+0.50,73948,12:16:39.000,301.55,220.50,2019-10-18 12:15:57,2019-10-18,12,15
HERHON,2634.45,2628.60,2629.00,2661.65,2609.00,2628.60,5.85,+0.22,16712,12:16:51.000,3382.70,2228.25,2019-10-18 12:15:57,2019-10-18,12,15
BRIIND,3246.90,3245.20,3244.00,3257.00,3224.50,3245.20,1.70,+0.05,3797,12:16:54.000,3443.90,2302.00,2019-10-18 12:15:57,2019-10-18,12,15
UNIP,599.75,592.40,591.70,603.60,589.00,592.40,7.35,+1.24,129479,12:16:53.000,709.25,390.53,2019-10-18 12:15:57,2019-10-18,12,15
DRREDD,2718.10,2726.65,2722.50,2744.25,2711.00,2726.65,-8.55,-0.31,3196,12:16:49.000,2965.20,2065.30,2019-10-18 12:15:57,2019-10-18,12,15
ADAPOR,420.35,408.95,410.00,421.45,408.45,408.95,11.40,+2.79,76285,12:16:56.000,430.00,293.95,2019-10-18 12:15:57,2019-10-18,12,15
GRASIM,740.20,724.75,724.75,741.15,718.00,724.75,15.45,+2.13,32480,12:16:59.000,958.55,635.60,2019-10-18 12:15:57,2019-10-18,12,15
VEDLIM,150.15,148.15,148.30,152.15,148.00,148.15,2.00,+1.35,452261,12:17:00.000,228.00,125.70,2019-10-18 12:15:57,2019-10-18,12,15
HINDAL,188.75,188.85,189.00,191.25,186.85,188.85,-0.10,-0.05,116071,12:16:59.000,246.00,171.25,2019-10-18 12:15:57,2019-10-18,12,15
TATSTE,357.00,355.65,355.65,359.60,351.80,355.65,1.35,+0.38,488126,12:17:04.000,610.00,320.30,2019-10-18 12:15:57,2019-10-18,12,15
EICMOT,20377.65,20518.00,20550.15,20668.60,20036.85,20518.00,-140.35,-0.68,10501,12:17:08.000,25300.00,15196.95,2019-10-18 12:15:57,2019-10-18,12,15
GAIL,129.00,128.70,128.90,130.30,127.85,128.70,0.30,+0.23,105674,12:17:03.000,190.98,119.65,2019-10-18 12:15:57,2019-10-18,12,15
JSWSTE,223.40,223.35,223.90,224.40,220.65,223.35,0.05,+0.02,200839,12:17:10.000,378.05,201.90,2019-10-18 12:15:57,2019-10-18,12,15
BHAINF,261.10,257.20,257.50,262.50,254.45,257.20,3.90,+1.52,24005,12:16:59.000,333.80,238.70,2019-10-18 12:15:57,2019-10-18,12,15
CIPLA,446.85,446.30,448.15,448.75,442.65,446.30,0.55,+0.12,35248,12:17:16.000,646.25,389.55,2019-10-18 12:15:57,2019-10-18,12,15
TATMOT,137.55,138.15,140.00,141.80,135.55,138.15,-0.60,-0.43,2815357,12:17:17.000,239.30,106.00,2019-10-18 12:15:57,2019-10-18,12,15
ZEEENT,241.15,264.70,247.95,262.80,239.85,264.70,-23.55,-8.90,1431163,12:17:18.000,506.10,203.70,2019-10-18 12:15:57,2019-10-18,12,15
YESBAN,50.70,47.40,46.80,51.80,46.00,47.40,3.30,+6.96,18041824,12:17:19.000,285.90,29.05,2019-10-18 12:15:57,2019-10-18,12,15
BSESEN,39258.00,39052.06,39087.83,39291.88,38963.60,39052.06,205.94,+0.53,NA,12:17:20.195,NA,NA,2019-10-18 12:17:19,2019-10-18,12,17
HDFBAN,1228.90,1220.80,1222.30,1233.85,1220.75,1220.80,8.10,+0.66,74759,12:17:20.000,1285.00,942.20,2019-10-18 12:17:19,2019-10-18,12,17
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 12:17:19,2019-10-18,12,17
HDFC,2085.50,2088.20,2095.00,2095.00,2065.00,2088.20,-2.70,-0.13,23417,12:17:24.000,2357.00,1646.00,2019-10-18 12:17:19,2019-10-18,12,17
INFTEC,770.40,769.10,766.65,773.60,760.10,769.10,1.30,+0.17,195153,12:17:25.000,847.40,600.65,2019-10-18 12:17:19,2019-10-18,12,17
ICIBAN,439.40,440.55,438.40,441.10,435.35,440.55,-1.15,-0.26,276888,12:17:28.000,458.45,310.30,2019-10-18 12:17:19,2019-10-18,12,17
ITC,246.65,245.85,246.50,247.75,245.00,245.85,0.80,+0.33,168079,12:17:31.000,310.00,234.10,2019-10-18 12:17:19,2019-10-18,12,17
TCS,2048.00,2030.70,2038.00,2058.00,2025.10,2030.70,17.30,+0.85,36963,12:17:31.000,2296.00,1784.00,2019-10-18 12:17:19,2019-10-18,12,17
KOTMAH,1608.30,1603.95,1603.95,1614.05,1591.05,1603.95,4.35,+0.27,70056,12:17:34.000,1682.40,1099.00,2019-10-18 12:17:19,2019-10-18,12,17
LARTOU,1450.75,1424.25,1428.00,1455.45,1425.80,1424.25,26.50,+1.86,86655,12:17:37.000,1606.70,1183.40,2019-10-18 12:17:19,2019-10-18,12,17
HINLEV,2100.30,2103.60,2100.00,2115.85,2091.00,2103.60,-3.30,-0.16,33131,12:17:38.000,2108.00,1522.00,2019-10-18 12:17:19,2019-10-18,12,17
AXIBAN,708.90,710.55,710.90,714.75,705.70,710.55,-1.65,-0.23,117835,12:17:39.000,826.55,534.15,2019-10-18 12:17:19,2019-10-18,12,17
STABAN,268.20,265.45,264.50,269.90,263.50,265.45,2.75,+1.04,1107656,12:17:38.000,373.70,244.35,2019-10-18 12:17:19,2019-10-18,12,17
BAJFI,4137.00,4105.20,4120.00,4200.00,4082.80,4105.20,31.80,+0.77,70716,12:17:41.000,4115.25,2000.80,2019-10-18 12:17:19,2019-10-18,12,17
MARUTI,7203.00,7123.10,7105.00,7234.65,7062.95,7123.10,79.90,+1.12,33687,12:17:44.000,7929.00,5447.00,2019-10-18 12:17:19,2019-10-18,12,17
INDBA,1330.00,1339.80,1338.00,1338.00,1317.50,1339.80,-9.80,-0.73,80179,12:17:46.000,1835.00,1192.00,2019-10-18 12:17:19,2019-10-18,12,17
ASIPAI,1815.55,1812.95,1812.95,1823.85,1788.70,1812.95,2.60,+0.14,21494,12:17:47.000,1824.15,1119.60,2019-10-18 12:17:19,2019-10-18,12,17
BHAAIR,384.10,385.75,385.00,385.00,380.50,385.75,-1.65,-0.43,44806,12:17:48.000,396.55,264.41,2019-10-18 12:17:19,2019-10-18,12,17
HCLTEC,1102.20,1092.90,1103.00,1104.00,1088.25,1092.90,9.30,+0.85,12566,12:17:46.000,1190.00,920.15,2019-10-18 12:17:19,2019-10-18,12,17
TITIND,1287.00,1276.85,1287.70,1289.90,1274.40,1276.85,10.15,+0.79,14301,12:17:47.000,1345.55,766.65,2019-10-18 12:17:19,2019-10-18,12,17
MAHMAH,585.45,593.15,589.75,592.35,584.00,593.15,-7.70,-1.30,40995,12:17:55.000,814.00,502.85,2019-10-18 12:17:19,2019-10-18,12,17
BAFINS,8311.00,8295.65,8362.00,8440.00,8282.45,8295.65,15.35,+0.19,13752,12:17:56.000,8668.65,4960.00,2019-10-18 12:17:19,2019-10-18,12,17
NTPC,119.85,118.60,119.80,121.50,118.50,118.60,1.25,+1.05,154175,12:17:58.000,145.85,106.71,2019-10-18 12:17:19,2019-10-18,12,17
NESIND,14604.00,14512.75,14510.00,14654.40,14392.35,14512.75,91.25,+0.63,1253,12:17:58.000,14606.60,9205.00,2019-10-18 12:17:19,2019-10-18,12,17
POWGRI,200.40,197.70,197.00,201.00,197.00,197.70,2.70,+1.37,36947,12:18:01.000,216.20,173.05,2019-10-18 12:17:19,2019-10-18,12,17
ULTCEM,4329.35,4257.40,4260.00,4363.80,4256.90,4257.40,71.95,+1.69,28479,12:18:02.000,4903.90,3263.70,2019-10-18 12:17:19,2019-10-18,12,17
TECMAH,734.50,726.25,724.85,737.40,723.05,726.25,8.25,+1.14,28064,12:18:02.000,846.00,607.90,2019-10-18 12:17:19,2019-10-18,12,17
SUNPHA,401.00,401.40,401.60,404.00,397.80,401.40,-0.40,-0.10,105224,12:18:04.000,616.50,350.40,2019-10-18 12:17:19,2019-10-18,12,17
ONGC,141.65,141.35,141.00,143.00,140.00,141.35,0.30,+0.21,137837,12:18:04.000,178.95,115.55,2019-10-18 12:17:19,2019-10-18,12,17
BAAUTO,3089.00,3110.30,3120.00,3123.45,3085.00,3110.30,-21.30,-0.68,7359,12:18:08.000,3145.55,2400.00,2019-10-18 12:17:19,2019-10-18,12,17
BHARAS,6114.05,6053.45,6078.50,6144.15,6066.00,6053.45,60.60,+1.00,66,12:16:56.000,6539.00,3352.10,2019-10-18 12:17:19,2019-10-18,12,17
INDOIL,146.55,146.45,147.65,147.65,145.95,146.45,0.10,+0.07,195914,12:18:11.000,170.40,116.10,2019-10-18 12:17:19,2019-10-18,12,17
COALIN,204.70,199.35,199.00,205.60,197.90,199.35,5.35,+2.68,300712,12:18:12.000,288.30,177.80,2019-10-18 12:17:19,2019-10-18,12,17
WIPRO,249.30,248.05,248.10,250.65,248.10,248.05,1.25,+0.50,74466,12:18:11.000,301.55,220.50,2019-10-18 12:17:19,2019-10-18,12,17
HERHON,2634.45,2628.60,2629.00,2661.65,2609.00,2628.60,5.85,+0.22,16712,12:18:15.000,3382.70,2228.25,2019-10-18 12:17:19,2019-10-18,12,17
BRIIND,3246.85,3245.20,3244.00,3257.00,3224.50,3245.20,1.65,+0.05,3817,12:18:16.000,3443.90,2302.00,2019-10-18 12:17:19,2019-10-18,12,17
UNIP,600.00,592.40,591.70,603.60,589.00,592.40,7.60,+1.28,129501,12:18:20.000,709.25,390.53,2019-10-18 12:17:19,2019-10-18,12,17
DRREDD,2718.10,2726.65,2722.50,2744.25,2711.00,2726.65,-8.55,-0.31,3196,12:18:20.000,2965.20,2065.30,2019-10-18 12:17:19,2019-10-18,12,17
ADAPOR,421.10,408.95,410.00,421.45,408.45,408.95,12.15,+2.97,77567,12:18:23.000,430.00,293.95,2019-10-18 12:17:19,2019-10-18,12,17
GRASIM,739.60,724.75,724.75,741.15,718.00,724.75,14.85,+2.05,32533,12:18:21.000,958.55,635.60,2019-10-18 12:17:19,2019-10-18,12,17
VEDLIM,150.30,148.15,148.30,152.15,148.00,148.15,2.15,+1.45,452821,12:18:25.000,228.00,125.70,2019-10-18 12:17:19,2019-10-18,12,17
HINDAL,188.75,188.85,189.00,191.25,186.85,188.85,-0.10,-0.05,116071,12:18:20.000,246.00,171.25,2019-10-18 12:17:19,2019-10-18,12,17
TATSTE,357.20,355.65,355.65,359.60,351.80,355.65,1.55,+0.44,488235,12:18:30.000,610.00,320.30,2019-10-18 12:17:19,2019-10-18,12,17
EICMOT,20369.95,20518.00,20550.15,20668.60,20036.85,20518.00,-148.05,-0.72,10503,12:18:34.000,25300.00,15196.95,2019-10-18 12:17:19,2019-10-18,12,17
GAIL,128.85,128.70,128.90,130.30,127.85,128.70,0.15,+0.12,105705,12:18:35.000,190.98,119.65,2019-10-18 12:17:19,2019-10-18,12,17
JSWSTE,223.40,223.35,223.90,224.40,220.65,223.35,0.05,+0.02,200839,12:18:39.000,378.05,201.90,2019-10-18 12:17:19,2019-10-18,12,17
BHAINF,261.25,257.20,257.50,262.50,254.45,257.20,4.05,+1.57,24024,12:18:38.000,333.80,238.70,2019-10-18 12:17:19,2019-10-18,12,17
CIPLA,447.00,446.30,448.15,448.75,442.65,446.30,0.70,+0.16,35923,12:18:38.000,646.25,389.55,2019-10-18 12:17:19,2019-10-18,12,17
TATMOT,137.50,138.15,140.00,141.80,135.55,138.15,-0.65,-0.47,2822897,12:18:45.000,239.30,106.00,2019-10-18 12:17:19,2019-10-18,12,17
ZEEENT,242.85,264.70,247.95,262.80,239.85,264.70,-21.85,-8.25,1442217,12:18:47.000,506.10,203.70,2019-10-18 12:17:19,2019-10-18,12,17
YESBAN,50.70,47.40,46.80,51.80,46.00,47.40,3.30,+6.96,18068686,12:18:49.000,285.90,29.05,2019-10-18 12:17:19,2019-10-18,12,17
BSESEN,39244.52,39052.06,39087.83,39291.88,38963.60,39052.06,192.46,+0.49,NA,12:18:53.335,NA,NA,2019-10-18 12:18:50,2019-10-18,12,18
HDFBAN,1227.60,1220.80,1222.30,1233.85,1220.75,1220.80,6.80,+0.56,74975,12:18:54.000,1285.00,942.20,2019-10-18 12:18:50,2019-10-18,12,18
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 12:18:50,2019-10-18,12,18
HDFC,2085.70,2088.20,2095.00,2095.00,2065.00,2088.20,-2.50,-0.12,23931,12:18:56.000,2357.00,1646.00,2019-10-18 12:18:50,2019-10-18,12,18
INFTEC,769.70,769.10,766.65,773.60,760.10,769.10,0.60,+0.08,195339,12:18:59.000,847.40,600.65,2019-10-18 12:18:50,2019-10-18,12,18
ICIBAN,438.90,440.55,438.40,441.10,435.35,440.55,-1.65,-0.37,280821,12:19:00.000,458.45,310.30,2019-10-18 12:18:50,2019-10-18,12,18
ITC,246.70,245.85,246.50,247.75,245.00,245.85,0.85,+0.35,169425,12:19:01.000,310.00,234.10,2019-10-18 12:18:50,2019-10-18,12,18
TCS,2046.00,2030.70,2038.00,2058.00,2025.10,2030.70,15.30,+0.75,37153,12:19:05.000,2296.00,1784.00,2019-10-18 12:18:50,2019-10-18,12,18
KOTMAH,1608.30,1603.95,1603.95,1614.05,1591.05,1603.95,4.35,+0.27,70056,12:19:04.000,1682.40,1099.00,2019-10-18 12:18:50,2019-10-18,12,18
LARTOU,1450.35,1424.25,1428.00,1455.45,1425.80,1424.25,26.10,+1.83,86673,12:19:06.000,1606.70,1183.40,2019-10-18 12:18:50,2019-10-18,12,18
HINLEV,2102.40,2103.60,2100.00,2115.85,2091.00,2103.60,-1.20,-0.06,33135,12:19:07.000,2108.00,1522.00,2019-10-18 12:18:50,2019-10-18,12,18
AXIBAN,709.00,710.55,710.90,714.75,705.70,710.55,-1.55,-0.22,118144,12:19:08.000,826.55,534.15,2019-10-18 12:18:50,2019-10-18,12,18
STABAN,268.20,265.45,264.50,269.90,263.50,265.45,2.75,+1.04,1109673,12:19:11.000,373.70,244.35,2019-10-18 12:18:50,2019-10-18,12,18
BAJFI,4136.25,4105.20,4120.00,4200.00,4082.80,4105.20,31.05,+0.76,70829,12:19:13.000,4115.25,2000.80,2019-10-18 12:18:50,2019-10-18,12,18
MARUTI,7202.00,7123.10,7105.00,7234.65,7062.95,7123.10,78.90,+1.11,33873,12:19:14.000,7929.00,5447.00,2019-10-18 12:18:50,2019-10-18,12,18
INDBA,1331.70,1339.80,1338.00,1338.00,1317.50,1339.80,-8.10,-0.60,80344,12:19:17.000,1835.00,1192.00,2019-10-18 12:18:50,2019-10-18,12,18
ASIPAI,1814.75,1812.95,1812.95,1823.85,1788.70,1812.95,1.80,+0.10,21499,12:19:11.000,1824.15,1119.60,2019-10-18 12:18:50,2019-10-18,12,18
BHAAIR,383.95,385.75,385.00,385.00,380.50,385.75,-1.80,-0.47,44961,12:19:20.000,396.55,264.41,2019-10-18 12:18:50,2019-10-18,12,18
HCLTEC,1102.20,1092.90,1103.00,1104.00,1088.25,1092.90,9.30,+0.85,12566,12:19:22.000,1190.00,920.15,2019-10-18 12:18:50,2019-10-18,12,18
TITIND,1287.00,1276.85,1287.70,1289.90,1274.40,1276.85,10.15,+0.79,14301,12:19:23.000,1345.55,766.65,2019-10-18 12:18:50,2019-10-18,12,18
MAHMAH,586.15,593.15,589.75,592.35,584.00,593.15,-7.00,-1.18,41085,12:19:24.000,814.00,502.85,2019-10-18 12:18:50,2019-10-18,12,18
BAFINS,8296.95,8295.65,8362.00,8440.00,8282.45,8295.65,1.30,+0.02,13983,12:19:27.000,8668.65,4960.00,2019-10-18 12:18:50,2019-10-18,12,18
NTPC,119.85,118.60,119.80,121.50,118.50,118.60,1.25,+1.05,154175,12:19:28.000,145.85,106.71,2019-10-18 12:18:50,2019-10-18,12,18
NESIND,14604.00,14512.75,14510.00,14654.40,14392.35,14512.75,91.25,+0.63,1253,12:19:26.000,14606.60,9205.00,2019-10-18 12:18:50,2019-10-18,12,18
POWGRI,200.10,197.70,197.00,201.00,197.00,197.70,2.40,+1.21,36952,12:19:32.000,216.20,173.05,2019-10-18 12:18:50,2019-10-18,12,18
ULTCEM,4331.00,4257.40,4260.00,4363.80,4256.90,4257.40,73.60,+1.73,28489,12:19:34.000,4903.90,3263.70,2019-10-18 12:18:50,2019-10-18,12,18
TECMAH,734.30,726.25,724.85,737.40,723.05,726.25,8.05,+1.11,28372,12:19:36.000,846.00,607.90,2019-10-18 12:18:50,2019-10-18,12,18
SUNPHA,401.05,401.40,401.60,404.00,397.80,401.40,-0.35,-0.09,105304,12:19:40.000,616.50,350.40,2019-10-18 12:18:50,2019-10-18,12,18
ONGC,141.65,141.35,141.00,143.00,140.00,141.35,0.30,+0.21,137837,12:19:44.000,178.95,115.55,2019-10-18 12:18:50,2019-10-18,12,18
BAAUTO,3089.00,3110.30,3120.00,3123.45,3085.00,3110.30,-21.30,-0.68,7359,12:19:22.000,3145.55,2400.00,2019-10-18 12:18:50,2019-10-18,12,18
BHARAS,6102.85,6053.45,6078.50,6144.15,6066.00,6053.45,49.40,+0.82,67,12:19:22.000,6539.00,3352.10,2019-10-18 12:18:50,2019-10-18,12,18
